enrollment_id,term_grade,comments
4684,B,
4685,A,
4686,B,
4687,B,Missing assignments
4688,B,Strong effort
4689,C,Strong effort
4690,B,Improved this term
4691,D,Missing assignments
4692,B,Missing assignments
4693,C,
4694,F,Missing assignments
4695,A,Strong effort
4696,C,Missing assignments
4697,D,
4698,B,Missing assignments
4699,A,
4700,F,Improved this term
4701,A,Strong effort
4702,B,
4703,F,
4704,C,
4705,B,Missing assignments
4706,F,
4707,B,Missing assignments
4708,A,Improved this term
4709,D,Strong effort
4710,A,Missing assignments
4711,C,
4712,B,
4713,B,Improved this term
4714,A,
4715,C,
4716,B,
4717,A,
4718,B,
4719,A,Improved this term
4720,C,
4721,D,Improved this term
4722,B,Strong effort
4723,D,Improved this term
4724,A,
4725,C,
4726,B,Strong effort
4727,A,
4728,A,Strong effort
4729,C,Strong effort
4730,C,Strong effort
4731,A,Improved this term
4732,C,
4733,B,Strong effort
4734,B,Strong effort
4735,A,Improved this term
4736,C,Strong effort
4737,B,
4738,C,Improved this term
4739,C,Missing assignments
4740,A,
4741,B,Missing assignments
4742,C,
4743,C,Missing assignments
4744,A,Missing assignments
4745,D,Missing assignments
4746,C,
4747,F,
4748,B,Missing assignments
4749,A,Improved this term
4750,D,
4751,A,Missing assignments
4752,B,
4753,D,Strong effort
4754,C,Improved this term
4755,B,
4756,A,Improved this term
4757,D,
4758,C,Improved this term
4759,A,
4760,F,
4761,B,
4762,A,
4763,B,
4764,A,
4765,A,Missing assignments
4766,B,Improved this term
4767,C,
4768,B,
4769,C,
4770,C,Improved this term
4771,A,
4772,D,
4773,C,
4774,B,
4775,B,Improved this term
4776,B,
4777,B,Improved this term
4778,B,Missing assignments
4779,B,Improved this term
4780,A,
4781,A,Strong effort
4782,B,Missing assignments
4783,A,
4784,A,Missing assignments
4785,B,Improved this term
4786,B,
4787,B,
4788,C,Strong effort
4789,A,
4790,D,
4791,C,
4792,C,Improved this term
4793,B,Strong effort
4794,D,
4795,A,
4796,B,
4797,D,Strong effort
4798,C,
4799,D,
4800,F,Strong effort
4801,A,
4802,C,
4803,B,
4804,A,Improved this term
4805,B,Missing assignments
4806,A,Strong effort
4807,B,Strong effort
4808,B,
4809,A,
4810,F,Improved this term
4811,B,Missing assignments
4812,B,Improved this term
4813,A,
4814,C,
4815,A,Missing assignments
4816,F,Improved this term
4817,A,
4818,C,Improved this term
4819,B,
4820,B,
4821,A,Missing assignments
4822,B,Strong effort
4823,C,
4824,B,Missing assignments
4825,A,Improved this term
4826,A,
4827,D,Missing assignments
4828,A,
4829,D,Improved this term
4830,A,
4831,B,
4832,B,
4833,A,Improved this term
4834,C,Improved this term
4835,A,Missing assignments
4836,B,Missing assignments
4837,B,Improved this term
4838,A,Strong effort
4839,F,
4840,A,Improved this term
4841,D,Missing assignments
4842,B,
4843,B,
4844,A,
4845,A,Strong effort
4846,A,
4847,C,Strong effort
4848,D,
4849,B,
4850,A,Missing assignments
4851,C,Improved this term
4852,B,Strong effort
4853,C,Missing assignments
4854,A,
4855,C,
4856,A,Strong effort
4857,C,Improved this term
4858,B,Strong effort
4859,B,Missing assignments
4860,B,Improved this term
4861,B,
4862,B,Improved this term
4863,D,Strong effort
4864,C,Improved this term
4865,B,Strong effort
4866,A,Missing assignments
4867,A,
4868,A,Improved this term
4869,C,
4870,C,Missing assignments
4871,A,Missing assignments
4872,B,
4873,A,
4874,B,Improved this term
4875,B,
4876,A,
4877,A,Strong effort
4878,B,Strong effort
4879,A,Strong effort
4880,A,Missing assignments
4881,A,Missing assignments
4882,A,
4883,B,Strong effort
4884,D,
4885,A,Missing assignments
4886,D,
4887,A,Missing assignments
4888,C,
4889,B,
4890,A,Improved this term
4891,B,Strong effort
4892,B,Improved this term
4893,B,Missing assignments
4894,A,
4895,B,Improved this term
4896,B,Strong effort
4897,B,
4898,A,Strong effort
4899,A,Improved this term
4900,A,Improved this term
4901,C,
4902,A,Strong effort
4903,B,
4904,C,Strong effort
4905,B,
4906,B,Missing assignments
4907,B,Strong effort
4908,A,Improved this term
4909,C,
4910,A,Improved this term
4911,A,
4912,A,Strong effort
4913,B,Improved this term
4914,C,Strong effort
4915,A,Missing assignments
4916,A,Improved this term
4917,C,
4918,D,
4919,C,Missing assignments
4920,B,Improved this term
4921,B,Strong effort
4922,C,
4923,A,Missing assignments
4924,A,
4925,C,Missing assignments
4926,A,Improved this term
4927,C,Improved this term
4928,A,Strong effort
4929,D,Improved this term
4930,A,Strong effort
4931,A,
4932,F,Strong effort
4933,A,
4934,C,
4935,B,
4936,C,
4937,A,Improved this term
4938,A,Missing assignments
4939,D,
4940,C,Improved this term
4941,D,
4942,C,Improved this term
4943,A,
4944,B,Improved this term
4945,D,
4946,C,
4947,A,
4948,B,Improved this term
4949,B,Improved this term
4950,A,Strong effort
4951,A,Missing assignments
4952,F,
4953,B,
4954,A,
4955,B,Improved this term
4956,B,Missing assignments
4957,B,Missing assignments
4958,C,Improved this term
4959,B,Missing assignments
4960,C,
4961,A,Missing assignments
4962,A,Strong effort
4963,C,Improved this term
4964,A,
4965,B,Improved this term
4966,B,Missing assignments
4967,A,Strong effort
4968,B,Improved this term
4969,C,Missing assignments
4970,B,
4971,C,
4972,A,Missing assignments
4973,B,Strong effort
4974,C,
4975,A,Strong effort
4976,C,Missing assignments
4977,A,Strong effort
4978,C,Improved this term
4979,C,Strong effort
4980,F,Missing assignments
4981,B,Missing assignments
4982,B,
4983,B,Strong effort
4984,B,Strong effort
4985,C,
4986,B,
4987,A,Improved this term
4988,D,Missing assignments
4989,A,Improved this term
4990,C,Strong effort
4991,C,Missing assignments
4992,A,Missing assignments
4993,C,Improved this term
4994,C,
4995,B,
4996,A,
4997,A,
4998,A,
4999,D,
5000,C,Missing assignments
5001,B,
5002,A,
5003,B,Improved this term
5004,A,
5005,B,
5006,A,
5007,C,Improved this term
5008,B,
5009,B,Missing assignments
5010,C,
5011,A,
5012,D,
5013,A,Missing assignments
5014,B,
5015,B,Missing assignments
5016,D,Improved this term
5017,A,
5018,C,
5019,B,
5020,F,Improved this term
5021,B,
5022,B,
5023,A,
5024,B,Strong effort
5025,D,
5026,C,Improved this term
5027,A,
5028,C,Missing assignments
5029,C,Missing assignments
5030,C,
5031,B,Missing assignments
5032,B,
5033,B,Improved this term
5034,B,
5035,B,Improved this term
5036,A,
5037,C,
5038,B,Improved this term
5039,C,Improved this term
5040,A,
5041,B,Improved this term
5042,A,
5043,B,Improved this term
5044,A,Improved this term
5045,A,Missing assignments
5046,B,Improved this term
5047,B,Strong effort
5048,A,Missing assignments
5049,B,
5050,C,Missing assignments
5051,B,Missing assignments
5052,B,
5053,F,
5054,B,Strong effort
5055,C,
5056,B,Missing assignments
5057,B,
5058,B,Missing assignments
5059,B,
5060,D,
5061,C,Strong effort
5062,A,Missing assignments
5063,C,Missing assignments
5064,A,
5065,B,Strong effort
5066,C,Missing assignments
5067,B,
5068,D,Strong effort
5069,A,
5070,B,Improved this term
5071,A,Strong effort
5072,C,Missing assignments
5073,A,Missing assignments
5074,D,Strong effort
5075,A,
5076,B,Strong effort
5077,A,Improved this term
5078,A,Strong effort
5079,A,
5080,C,Missing assignments
5081,C,Improved this term
5082,F,
5083,A,Improved this term
5084,C,
5085,B,Strong effort
5086,D,
5087,C,
5088,B,Improved this term
5089,A,
5090,B,Strong effort
5091,F,Missing assignments
5092,B,
5093,B,Missing assignments
5094,B,Strong effort
5095,B,
5096,F,Strong effort
5097,C,
5098,B,Strong effort
5099,B,Missing assignments
5100,D,
5101,C,Missing assignments
5102,B,
5103,C,Missing assignments
5104,B,
5105,A,
5106,D,
5107,A,Missing assignments
5108,B,Missing assignments
5109,D,Strong effort
5110,A,
5111,D,
5112,B,Improved this term
5113,B,
5114,C,
5115,B,
5116,D,Improved this term
5117,A,Improved this term
5118,A,Missing assignments
5119,B,Strong effort
5120,B,Improved this term
5121,B,Improved this term
5122,B,
5123,C,
5124,B,Strong effort
5125,A,Missing assignments
5126,B,Improved this term
5127,C,
5128,A,Improved this term
5129,A,
5130,D,Improved this term
5131,A,
5132,A,Missing assignments
5133,C,
5134,B,Improved this term
5135,B,
5136,B,
5137,A,
5138,B,Strong effort
5139,B,Improved this term
5140,C,
5141,C,Strong effort
5142,C,
5143,B,Strong effort
5144,A,Improved this term
5145,C,Missing assignments
5146,A,Missing assignments
5147,B,Strong effort
5148,F,Strong effort
5149,C,Missing assignments
5150,B,
5151,A,
5152,D,Missing assignments
5153,B,Missing assignments
5154,B,Improved this term
5155,A,
5156,B,
5157,C,Missing assignments
5158,A,Missing assignments
5159,B,Strong effort
5160,B,Strong effort
5161,D,Improved this term
5162,B,Improved this term
5163,B,
5164,A,Missing assignments
5165,A,Missing assignments
5166,A,
5167,B,
5168,B,Strong effort
5169,D,Missing assignments
5170,D,Missing assignments
5171,B,Strong effort
5172,A,
5173,F,Missing assignments
5174,C,Improved this term
5175,D,Strong effort
5176,D,Improved this term
5177,B,Missing assignments
5178,D,
5179,A,Missing assignments
5180,B,Strong effort
5181,B,Strong effort
5182,B,
5183,B,Improved this term
5184,C,Strong effort
5185,C,Missing assignments
5186,D,
5187,B,Improved this term
5188,B,Improved this term
5189,B,
5190,A,
5191,A,Strong effort
5192,B,Strong effort
5193,B,Strong effort
5194,F,
5195,C,Improved this term
5196,C,
5197,B,
5198,A,Missing assignments
5199,B,Strong effort
5200,A,
5201,B,Strong effort
5202,C,Improved this term
5203,B,
5204,A,Improved this term
5205,C,Improved this term
5206,B,Missing assignments
5207,C,
5208,B,Missing assignments
5209,B,Strong effort
5210,B,Improved this term
5211,F,Strong effort
5212,A,Improved this term
5213,A,Missing assignments
5214,A,Strong effort
5215,B,Strong effort
5216,C,Strong effort
5217,D,Strong effort
5218,A,Strong effort
5219,B,Improved this term
5220,C,Strong effort
5221,B,Missing assignments
5222,C,
5223,C,Strong effort
5224,B,Improved this term
5225,B,
5226,A,
5227,B,
5228,C,Strong effort
5229,B,
5230,B,Improved this term
5231,A,
5232,C,Improved this term
5233,B,
5234,A,
5235,F,Strong effort
5236,B,Improved this term
5237,C,
5238,C,Improved this term
5239,B,Strong effort
5240,B,
5241,C,
5242,B,
5243,A,
5244,C,Missing assignments
5245,B,Improved this term
5246,B,Improved this term
5247,A,Missing assignments
5248,C,
5249,C,Strong effort
5250,C,
5251,B,
5252,A,Missing assignments
5253,B,Missing assignments
5254,A,Strong effort
5255,B,Improved this term
5256,C,
5257,C,
5258,D,
5259,A,Strong effort
5260,B,
5261,A,
5262,B,
5263,D,Improved this term
5264,D,
5265,A,Missing assignments
5266,B,Strong effort
5267,B,Missing assignments
5268,A,Improved this term
5269,B,
5270,A,
5271,A,Improved this term
5272,B,Improved this term
5273,F,
5274,D,Missing assignments
5275,D,Improved this term
5276,B,Improved this term
5277,A,
5278,D,Strong effort
5279,A,
5280,B,Improved this term
5281,B,Missing assignments
5282,A,Strong effort
5283,B,Improved this term
5284,C,Improved this term
5285,C,Improved this term
5286,B,Improved this term
5287,A,Strong effort
5288,A,Improved this term
5289,A,Improved this term
5290,C,
5291,C,
5292,A,Improved this term
5293,D,Strong effort
5294,A,
5295,B,
5296,D,
5297,B,Improved this term
5298,D,Missing assignments
5299,B,Improved this term
5300,A,
5301,A,
5302,F,Missing assignments
5303,A,
5304,A,Missing assignments
5305,B,Improved this term
5306,A,Strong effort
5307,C,Missing assignments
5308,C,Improved this term
5309,C,Missing assignments
5310,A,Strong effort
5311,B,Improved this term
5312,A,Strong effort
5313,B,Improved this term
5314,A,
5315,C,
5316,B,Improved this term
5317,A,Improved this term
5318,C,Improved this term
5319,B,
5320,B,
5321,A,Strong effort
5322,B,
5323,C,Improved this term
5324,B,Strong effort
5325,C,Missing assignments
5326,A,Strong effort
5327,D,Strong effort
5328,A,
5329,C,
5330,A,Improved this term
5331,A,Missing assignments
5332,D,Improved this term
5333,A,
5334,D,
5335,A,
5336,C,Improved this term
5337,A,Strong effort
5338,A,
5339,A,Strong effort
5340,D,Strong effort
5341,B,
5342,C,Missing assignments
5343,A,Improved this term
5344,B,Missing assignments
5345,B,Strong effort
5346,B,
5347,B,Improved this term
5348,A,
5349,D,
5350,A,Improved this term
5351,A,Missing assignments
5352,A,Strong effort
5353,F,Strong effort
5354,F,
5355,C,
5356,D,Improved this term
5357,B,
5358,B,Improved this term
5359,A,Missing assignments
5360,B,Strong effort
5361,A,Missing assignments
5362,C,Improved this term
5363,C,Missing assignments
5364,A,Missing assignments
5365,A,
5366,B,Improved this term
5367,B,Missing assignments
5368,C,
5369,A,
5370,D,Strong effort
5371,B,
5372,A,
5373,C,Missing assignments
5374,B,
5375,B,Missing assignments
5376,C,Missing assignments
5377,C,Improved this term
5378,B,
5379,B,
5380,B,Missing assignments
5381,F,Missing assignments
5382,B,
5383,B,
5384,A,Improved this term
5385,B,
5386,B,Missing assignments
5387,A,Improved this term
5388,A,Improved this term
5389,A,Missing assignments
5390,A,Improved this term
5391,A,Strong effort
5392,A,Missing assignments
5393,C,
5394,F,
5395,A,Strong effort
5396,A,Missing assignments
5397,A,Improved this term
5398,A,Improved this term
5399,C,Missing assignments
5400,A,Improved this term
5401,B,Missing assignments
5402,B,Improved this term
5403,A,
5404,C,Strong effort
5405,B,
5406,B,Improved this term
5407,C,
5408,C,Strong effort
5409,A,
5410,B,Strong effort
5411,A,
5412,B,Missing assignments
5413,D,
5414,A,Missing assignments
5415,B,Missing assignments
5416,B,
5417,C,Improved this term
5418,D,Improved this term
5419,B,Improved this term
5420,C,Missing assignments
5421,A,Strong effort
5422,C,
5423,B,Missing assignments
5424,B,Improved this term
5425,C,
5426,C,Strong effort
5427,C,
5428,B,
5429,C,
5430,F,Strong effort
5431,A,Strong effort
5432,C,Strong effort
5433,C,Missing assignments
5434,A,Strong effort
5435,C,Improved this term
5436,A,Improved this term
5437,A,Missing assignments
5438,B,
5439,B,
5440,B,Missing assignments
5441,A,
5442,D,
5443,C,
5444,C,Strong effort
5445,B,
5446,C,Strong effort
5447,C,Missing assignments
5448,B,
5449,A,
5450,A,Strong effort
5451,B,Missing assignments
5452,A,Missing assignments
5453,B,Missing assignments
5454,B,Missing assignments
5455,D,
5456,A,
5457,A,
5458,C,
5459,C,Improved this term
5460,A,Missing assignments
5461,B,Missing assignments
5462,C,Improved this term
5463,C,Missing assignments
5464,B,Improved this term
5465,A,Improved this term
5466,A,Missing assignments
5467,C,
5468,B,Missing assignments
5469,C,
5470,B,Improved this term
5471,B,Improved this term
5472,C,Missing assignments
5473,B,
5474,A,
5475,B,Missing assignments
5476,A,
5477,C,
5478,A,
5479,C,Missing assignments
5480,B,Strong effort
5481,D,Missing assignments
5482,C,Strong effort
5483,D,
5484,A,Improved this term
5485,C,
5486,C,Strong effort
5487,B,
5488,D,
5489,D,Strong effort
5490,B,Improved this term
5491,B,Strong effort
5492,C,
5493,B,
5494,B,Strong effort
5495,A,
5496,C,Improved this term
5497,B,Improved this term
5498,B,Strong effort
5499,B,
5500,B,Improved this term
5501,A,Strong effort
5502,A,Strong effort
5503,C,Improved this term
5504,B,Strong effort
5505,B,Missing assignments
5506,A,Improved this term
5507,B,
5508,B,Strong effort
5509,C,Missing assignments
5510,B,Strong effort
5511,F,
5512,A,Strong effort
5513,A,Strong effort
5514,A,Strong effort
5515,B,Improved this term
5516,B,Improved this term
5517,C,Missing assignments
5518,B,
5519,C,
5520,B,
5521,A,Missing assignments
5522,C,Missing assignments
5523,D,
5524,D,
5525,B,
5526,B,
5527,F,
5528,B,
5529,C,Strong effort
5530,C,Strong effort
5531,B,Improved this term
5532,B,
5533,F,
5534,A,
5535,B,
5536,D,Missing assignments
5537,A,
5538,B,
5539,B,Strong effort
5540,C,Improved this term
5541,C,Improved this term
5542,F,Improved this term
5543,C,Missing assignments
5544,C,
5545,A,
5546,F,Missing assignments
5547,A,
5548,B,Improved this term
5549,C,
5550,A,Improved this term
5551,A,Improved this term
5552,C,Strong effort
5553,C,Improved this term
5554,C,Strong effort
5555,B,
5556,D,Missing assignments
5557,C,Improved this term
5558,C,Missing assignments
5559,A,Improved this term
5560,A,Improved this term
5561,C,Missing assignments
5562,A,Strong effort
5563,B,Strong effort
5564,F,Improved this term
5565,B,Improved this term
5566,B,Improved this term
5567,B,Missing assignments
5568,A,Improved this term
5569,B,Missing assignments
5570,B,Improved this term
5571,A,
5572,C,
5573,C,
5574,D,Missing assignments
5575,C,Strong effort
5576,A,Improved this term
5577,D,
5578,C,
5579,B,Improved this term
5580,B,
5581,A,Strong effort
5582,D,Strong effort
5583,C,Improved this term
5584,A,Improved this term
5585,D,Missing assignments
5586,D,
5587,B,Strong effort
5588,B,Missing assignments
5589,A,Strong effort
5590,A,
5591,F,
5592,B,
5593,B,Strong effort
5594,A,Missing assignments
5595,A,Missing assignments
5596,C,
5597,A,Missing assignments
5598,A,Improved this term
5599,F,Improved this term
5600,B,Strong effort
5601,B,
5602,B,Missing assignments
5603,C,Improved this term
5604,B,Missing assignments
5605,B,
5606,B,Improved this term
5607,D,
5608,A,
5609,A,Missing assignments
5610,B,
5611,B,Strong effort
5612,A,Strong effort
5613,A,
5614,B,Missing assignments
5615,A,Missing assignments
5616,D,
5617,B,
5618,B,
5619,A,
5620,D,
5621,A,Improved this term
5622,D,Strong effort
5623,B,
5624,A,Improved this term
5625,B,Strong effort
5626,B,Missing assignments
5627,B,Missing assignments
5628,B,
5629,B,
5630,D,Strong effort
5631,C,Improved this term
5632,D,Strong effort
5633,B,
5634,C,Missing assignments
5635,A,
5636,F,Strong effort
5637,A,Improved this term
5638,A,Improved this term
5639,B,Strong effort
5640,B,
5641,D,Strong effort
5642,B,Strong effort
5643,A,Improved this term
5644,A,Missing assignments
5645,A,Improved this term
5646,B,Missing assignments
5647,A,
5648,C,Improved this term
5649,C,Missing assignments
5650,B,Improved this term
5651,A,Improved this term
5652,C,Missing assignments
5653,D,Improved this term
5654,C,Missing assignments
5655,C,
5656,A,
5657,F,
5658,B,Improved this term
5659,C,Missing assignments
5660,B,Missing assignments
5661,B,
5662,A,
5663,B,
5664,A,Improved this term
5665,A,
5666,A,Improved this term
5667,B,Improved this term
5668,B,Strong effort
5669,A,
5670,B,
5671,D,Missing assignments
5672,B,Missing assignments
5673,B,Missing assignments
5674,C,Improved this term
5675,A,Strong effort
5676,C,Improved this term
5677,A,Missing assignments
5678,C,
5679,C,Missing assignments
5680,A,Improved this term
5681,A,
5682,B,
5683,A,Improved this term
5684,D,
5685,F,Missing assignments
5686,A,
5687,D,Improved this term
5688,A,Strong effort
5689,B,
5690,D,
5691,A,
5692,D,Improved this term
5693,A,Improved this term
5694,A,
5695,B,Improved this term
5696,B,Improved this term
5697,C,Missing assignments
5698,C,Missing assignments
5699,C,
5700,C,Strong effort
5701,B,Improved this term
5702,A,
5703,C,Missing assignments
5704,C,Improved this term
5705,A,
5706,B,
5707,B,Missing assignments
5708,A,Improved this term
5709,C,Missing assignments
5710,B,
5711,A,
5712,A,Strong effort
5713,C,Improved this term
5714,A,Missing assignments
5715,C,
5716,B,Improved this term
5717,C,Improved this term
5718,F,
5719,D,Missing assignments
5720,A,Strong effort
5721,B,
5722,B,
5723,B,Missing assignments
5724,B,Missing assignments
5725,D,Improved this term
5726,A,Strong effort
5727,A,Strong effort
5728,B,Missing assignments
5729,B,Missing assignments
5730,D,Improved this term
5731,A,
5732,A,
5733,D,
5734,B,Improved this term
5735,C,Missing assignments
5736,C,
5737,B,
5738,B,Improved this term
5739,A,
5740,B,Strong effort
5741,B,Improved this term
5742,B,
5743,A,Missing assignments
5744,F,Improved this term
5745,A,Missing assignments
5746,D,Improved this term
5747,C,
5748,B,
5749,B,
5750,C,Strong effort
5751,A,Missing assignments
5752,B,
5753,A,Strong effort
5754,B,
5755,A,
5756,B,Missing assignments
5757,B,Strong effort
5758,B,
5759,B,
5760,A,Strong effort
5761,D,Missing assignments
5762,B,
5763,A,
5764,D,Strong effort
5765,B,
5766,A,
5767,C,Strong effort
5768,D,
5769,A,Strong effort
5770,F,
5771,A,
5772,A,Improved this term
5773,C,
5774,D,
5775,B,Strong effort
5776,A,
5777,A,
5778,B,Strong effort
5779,C,Improved this term
5780,B,
5781,B,Missing assignments
5782,C,Strong effort
5783,A,
5784,A,Strong effort
5785,A,
5786,B,
5787,A,Missing assignments
5788,B,Missing assignments
5789,A,
5790,C,Strong effort
5791,C,Strong effort
5792,B,Improved this term
5793,C,Missing assignments
5794,C,Missing assignments
5795,A,Improved this term
5796,A,Improved this term
5797,B,
5798,B,
5799,A,Strong effort
5800,C,Missing assignments
5801,C,Strong effort
5802,B,Strong effort
5803,B,Improved this term
5804,D,Improved this term
5805,B,
5806,A,
5807,C,
5808,A,Improved this term
5809,A,
5810,B,
5811,A,Strong effort
5812,F,Missing assignments
5813,B,
5814,B,Missing assignments
5815,C,Strong effort
5816,C,Strong effort
5817,C,Improved this term
5818,A,Improved this term
5819,A,Strong effort
5820,B,Improved this term
5821,B,Missing assignments
5822,B,Strong effort
5823,B,Missing assignments
5824,C,
5825,C,Strong effort
5826,B,
5827,A,
5828,C,Strong effort
5829,A,
5830,C,Improved this term
5831,C,Strong effort
5832,B,Strong effort
5833,A,Missing assignments
5834,A,Missing assignments
5835,C,
5836,A,
5837,A,Improved this term
5838,B,Strong effort
5839,D,Improved this term
5840,A,
5841,B,Strong effort
5842,D,Improved this term
5843,B,
5844,B,Missing assignments
5845,C,
5846,B,Improved this term
5847,B,
5848,C,
5849,C,Improved this term
5850,C,Improved this term
5851,B,
5852,B,Improved this term
5853,A,
5854,C,Strong effort
5855,B,
5856,C,
5857,C,Improved this term
5858,B,Missing assignments
5859,B,
5860,B,Missing assignments
5861,B,Strong effort
5862,A,Strong effort
5863,D,Improved this term
5864,A,Improved this term
5865,C,Missing assignments
5866,C,Improved this term
5867,B,Missing assignments
5868,C,Strong effort
5869,C,
5870,B,Missing assignments
5871,B,Improved this term
5872,B,
5873,C,Improved this term
5874,A,Missing assignments
5875,D,Strong effort
5876,A,Strong effort
5877,C,Strong effort
5878,B,Missing assignments
5879,C,
5880,A,
5881,D,Missing assignments
5882,D,Missing assignments
5883,C,
5884,D,Improved this term
5885,A,Missing assignments
5886,A,
5887,B,Improved this term
5888,A,Strong effort
5889,A,
5890,F,Missing assignments
5891,C,Improved this term
5892,C,
5893,B,Missing assignments
5894,B,Missing assignments
5895,A,
5896,B,Missing assignments
5897,C,
5898,A,
5899,C,
5900,C,Strong effort
5901,B,Missing assignments
5902,B,
5903,B,
5904,A,Missing assignments
5905,F,
5906,C,Missing assignments
5907,B,Strong effort
5908,A,
5909,D,Improved this term
5910,D,
5911,F,Strong effort
5912,A,Missing assignments
5913,D,Missing assignments
5914,A,
5915,A,
5916,B,
5917,A,Improved this term
5918,D,
5919,A,Improved this term
5920,B,
5921,C,
5922,A,Missing assignments
5923,B,
5924,A,Strong effort
5925,A,Strong effort
5926,B,Strong effort
5927,B,
5928,C,
5929,A,
5930,A,Strong effort
5931,F,Improved this term
5932,B,Strong effort
5933,B,
5934,B,
5935,B,
5936,B,
5937,D,
5938,A,Strong effort
5939,A,Strong effort
5940,B,Missing assignments
5941,C,
5942,D,Missing assignments
5943,B,
5944,A,Strong effort
5945,B,Missing assignments
5946,D,Strong effort
5947,B,Strong effort
5948,C,
5949,B,Missing assignments
5950,B,
5951,A,Missing assignments
5952,B,Strong effort
5953,D,Improved this term
5954,C,Missing assignments
5955,A,
5956,C,Improved this term
5957,A,Missing assignments
5958,B,Improved this term
5959,A,
5960,A,Missing assignments
5961,B,Improved this term
5962,A,
5963,B,
5964,C,Missing assignments
5965,D,
5966,A,Improved this term
5967,B,Improved this term
5968,B,Strong effort
5969,B,Strong effort
5970,A,Strong effort
5971,C,
5972,D,
5973,B,Improved this term
5974,C,
5975,B,Strong effort
5976,B,Strong effort
5977,A,
5978,A,
5979,B,Strong effort
5980,A,
5981,C,
5982,A,
5983,D,Improved this term
5984,B,
5985,C,Missing assignments
5986,B,
5987,D,
5988,B,Strong effort
5989,B,
5990,F,
5991,C,
5992,A,Strong effort
5993,B,Strong effort
5994,B,Missing assignments
5995,A,
5996,B,Strong effort
5997,B,Improved this term
5998,D,
5999,D,
6000,B,Strong effort
